City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,Cidreira,31,BR,1572289229,78,-30.17,-50.22,72.88,11.14
381,Bereda,20,ES,1572289229,88,43.27,-7.54,66.2,8.05
382,Mount Gambier,22,AU,1572289229,100,-37.83,140.78,48.2,6.93
383,Los Llanos de Aridane,37,ES,1572289229,54,28.66,-17.92,80.6,8.05
384,Chara,20,GR,1572289230,87,39.42,22.43,59,4.99
385,Hobyo,3,SO,1572289230,75,5.35,48.53,81.34,9.95
386,Glendive,40,US,1572289230,50,47.11,-104.71,28.4,18.34
387,Sao Jose da Coroa Grande,26,BR,1572289231,73,-8.9,-35.15,78.75,18.1
388,Ponta do Sol,51,BR,1572289231,47,-20.63,-46,84.92,4.88
389,Miyako,100,JP,1572289231,77,33.63,130.94,60.01,4.7
390,Meulaboh,100,ID,1572289231,83,4.14,96.13,78.78,7.54
391,Timiryazevskoye,75,RU,1572289231,87,56.49,84.88,46.4,17.9
392,Codrington,75,AU,1572289232,93,-28.95,153.24,59,4
393,Gondar,90,PT,1572289232,100,41.82,-8.78,68,8.05
394,Eureka,1,US,1572289197,57,40.8,-124.16,54,4.7
395,Suleja,20,NG,1572289233,69,9.18,7.18,77,4.7
396,Chai Badan,2,TH,1572289233,80,15.2,101.13,75.88,3.33
397,San Carlos de Bariloche,75,AR,1572289233,53,-41.13,-71.31,50,23.04
398,Sakaiminato,90,JP,1572289233,82,35.55,133.23,59,2.24
399,Sirjan,83,IR,1572289234,49,29.44,55.67,60.03,4.7
400,Mengen,90,DE,1572289234,93,48.05,9.33,48,6.93
401,Vestmannaeyjar,33,IS,1572289234,69,63.44,-20.27,39.2,13.87
402,Vila Franca do Campo,75,PT,1572289234,88,37.72,-25.43,71.6,20.8
403,Gibsons,75,CA,1572289234,65,49.4,-123.51,48.2,3.36
404,Uvaly,75,CZ,1572289234,81,50.07,14.73,46.4,5.82
405,Krasnyy Kut,47,RU,1572289235,77,47.1,40.67,51.24,6.85
406,Aklavik,90,CA,1572289235,85,68.22,-135.01,23,14.99
407,Mabaruma,58,GY,1572289235,39,8.2,-59.78,94.93,2.86
408,Ayagoz,91,KZ,1572289235,63,47.96,80.43,42.66,13.94
409,Cururupu,81,BR,1572289235,49,-1.82,-44.87,90.21,6.38
410,Mikuni,75,JP,1572289235,81,36.22,136.15,53.6,3.36
411,Soe,96,EE,1572289236,86,57.91,26.05,37.4,3.36
412,Yerofey Pavlovich,94,RU,1572289236,97,53.97,121.97,17.91,0.76
413,Pychas,96,RU,1572289236,78,56.5,52.44,30,5.01
414,Skegness,67,GB,1572289236,87,53.14,0.34,48.2,11.41
415,Maragogi,26,BR,1572289236,73,-9.01,-35.22,78.75,18.1
416,Tiarei,20,PF,1572289237,65,-17.53,-149.33,82.4,4.7
417,Ruidoso,1,US,1572289172,28,33.33,-105.67,72,28.86
418,Tupancireta,18,BR,1572289237,66,-29.08,-53.84,87.39,12.24
419,Naron,20,ES,1572289237,88,43.52,-8.15,66.99,8.05
420,Umm Lajj,0,SA,1572289237,59,25.02,37.27,75.7,4.38
421,Saint-Augustin,90,CA,1572289238,81,45.63,-73.98,55.99,6.93
422,Sabzevar,76,IR,1572289238,42,36.21,57.68,55.69,4.59
423,Cachoeira,44,BR,1572289238,50,-12.6,-38.97,84.25,11.99
424,Faya,7,SA,1572289238,82,18.39,42.45,66.2,1.77
425,Phayao,0,TH,1572289238,90,19.17,99.9,70.93,1.92
426,Sao Joao da Barra,4,BR,1572289239,55,-21.64,-41.05,86,25.28
427,Teya,75,MX,1572289239,66,21.05,-89.07,87.01,3.38
428,Zlobin,20,HR,1572289239,68,45.29,14.65,70,4.7
429,Alugan,100,PH,1572289239,81,12.22,125.48,81.91,6.87
430,Faanui,33,PF,1572289239,82,-16.48,-151.75,78.94,15.21
431,Bose,93,IT,1572289240,82,45.46,8.01,63,4.7
432,Yumen,0,CN,1572289240,23,40.29,97.04,41.49,16.24
433,Santa Lucia,20,IT,1572289240,87,41.98,12.66,64.99,3.36
434,Albury,0,AU,1572289210,81,-36.08,146.92,48.99,1.12
435,Paamiut,79,GL,1572289240,69,61.99,-49.67,37.51,2.19
436,Teguldet,100,RU,1572289240,93,57.31,88.17,40.26,10.56
437,Dauphin,75,CA,1572289241,62,51.15,-100.04,24.8,3.36
438,Zaozerne,69,UA,1572289241,72,51.37,23.94,44.64,7.49
439,Nalut,70,LY,1572289241,65,31.86,10.98,69.26,8.63
440,Camacha,20,PT,1572289241,88,33.08,-16.33,73.4,6.93
441,Provost,100,CA,1572289241,75,52.35,-110.26,16.03,19.95
442,Claresholm,90,CA,1572289242,66,50.02,-113.58,19.99,14.99
443,Warrnambool,8,AU,1572289242,94,-38.38,142.48,48,10.18
444,Sinnamary,84,GF,1572289242,74,5.38,-52.96,82.81,15.95
445,Wattegama,100,LK,1572289242,95,7.35,80.68,70.34,2.53
446,Sioux Lookout,90,CA,1572289242,63,50.1,-91.92,30.2,12.75
447,Atasu,64,KZ,1572289242,62,48.68,71.64,48.16,20.89
448,Itoman,75,JP,1572289243,88,26.12,127.67,78.8,11.41
449,Cap-aux-Meules,75,CA,1572289243,70,47.38,-61.86,44.6,6.93
450,Raisinghnagar,0,IN,1572289243,20,29.54,73.45,80.17,8.32
451,Soyo,70,AO,1572289244,80,-6.13,12.37,78.03,10.36
452,Flin Flon,75,CA,1572289244,79,54.77,-101.88,23,12.75
453,Buraydah,51,SA,1572289244,73,26.33,43.97,77,14.99
454,Verin,100,ES,1572289244,97,41.94,-7.44,61,2.35
455,Lerwick,20,GB,1572289244,80,60.15,-1.15,44.6,8.05
456,Nizhniy Kuranakh,100,RU,1572289245,93,58.84,125.49,13.39,1.63
457,Takab,78,IR,1572289245,70,36.4,47.11,47.86,1.5
458,Laramie,20,US,1572289245,73,41.31,-105.59,23,11.41
459,Bataipora,71,BR,1572289245,26,-22.3,-53.27,100.72,5.99
460,Stromness,20,CA,1572289245,59,42.87,-79.55,64.99,5.82
461,Ardakan,20,IR,1572289246,55,32.31,54.02,64.4,6.93
462,Columbus,1,US,1572288979,50,32.46,-84.99,75.2,3.36
463,Coihaique,40,CL,1572289246,76,-45.58,-72.07,50,5.82
464,Ambilobe,26,MG,1572289246,77,-13.19,49.05,74.95,7.34
465,Laredo,1,US,1572289247,42,27.51,-99.51,86,11.41
466,Loiza,40,PR,1572289247,66,18.43,-65.88,89.01,16.11
467,Damghan,61,IR,1572289247,48,36.17,54.34,61.2,6.67
468,Katastarion,0,GR,1572289247,93,37.83,20.77,68,10.51
469,Tokat,40,TR,1572289247,75,40.33,36.55,44.6,8.05
470,Ilulissat,75,GL,1572289247,92,69.22,-51.1,26.6,1.12
471,Fairbanks,90,US,1572289046,70,64.84,-147.72,45,8.05
472,Chirongui,8,YT,1572289248,83,-12.93,45.15,80.6,4.7
473,Kalmunai,100,LK,1572289248,77,7.42,81.82,82.15,7.34
474,Shache,88,CN,1572289248,23,38.42,77.24,49.86,3.51
475,Cesvaine,37,LV,1572289249,90,56.97,26.31,38.14,4.23
476,Chaohu,0,CN,1572289249,66,31.63,117.88,51.8,4.47
477,Yangmei,5,CN,1572289249,76,21.55,110.61,64.96,7.65
478,Liaocheng,0,CN,1572289249,19,36.44,115.96,46.71,2.95
479,Lufilufi,100,WS,1572289249,89,-13.87,-171.6,76.78,18.32
480,Houma,0,CN,1572289249,30,35.63,111.36,47.8,3.56
481,Sistranda,20,NO,1572289250,75,63.73,8.83,41,17.22
482,Magadan,100,RU,1572289250,96,59.56,150.8,37,7.2
483,Zile,22,TR,1572289250,62,40.3,35.89,55.4,5.82
484,Isangel,20,VU,1572289250,93,-19.55,169.27,64.4,14.97
485,Aleksandrovsk,100,RU,1572289250,84,59.16,57.56,23,5.01
486,Bati,38,ET,1572289251,39,11.19,40.02,66.69,4.99
487,Richards Bay,56,ZA,1572289251,83,-28.77,32.06,68.54,23.89
488,Port Moresby,99,PG,1572289251,88,-9.47,147.16,77.52,7.25
489,Pangai,75,TO,1572289251,73,-19.8,-174.35,75.2,16.11
490,Kumla,0,SE,1572289252,83,59.13,15.14,35.01,5.82
491,Bolgatanga,36,GH,1572289252,49,10.79,-0.85,86.61,5.57
492,Chernigovka,83,RU,1572289252,85,44.34,132.57,47.62,15.05
493,Qaqortoq,75,GL,1572289252,49,60.72,-46.03,46.4,9.17
494,Karabulak,90,KZ,1572289253,55,44.91,78.49,50.16,6.2
495,Lethem,9,GY,1572289253,34,3.38,-59.8,96.46,8.63
496,Komsomolskiy,98,RU,1572289253,96,67.55,63.78,9.59,6.73
497,Mareeba,75,AU,1572289253,83,-16.99,145.42,73.4,5.82
498,Saint-Joseph,99,FR,1572289253,93,43.56,6.97,64.99,2.24
499,Aanekoski,20,FI,1572289253,92,62.6,25.73,26.01,4.7
500,Quelimane,0,MZ,1572289254,70,-17.88,36.89,84.2,16.11
501,Jiuquan,0,CN,1572289254,21,39.73,98.49,38.25,1.83
502,Opuwo,52,NA,1572289254,16,-18.06,13.84,81.03,8.37
503,Dawlatabad,85,AF,1572289255,48,36.41,64.91,56.41,4.45
504,Linxia,0,CN,1572289255,24,35.6,103.21,38.37,6.93
505,Terrace,40,CA,1572289183,57,54.52,-128.61,42.01,19.46
506,Kitui,62,KE,1572289255,80,-1.37,38.02,71.56,4.65
507,Ha Giang,87,VN,1572289255,83,22.83,104.99,57.96,5.21
508,Manaure,24,CO,1572289256,76,11.78,-72.45,85.51,15.01
509,Jewar,40,IN,1572289256,64,28.12,77.56,82,3.56
510,Banda Aceh,100,ID,1572289256,91,5.56,95.32,73.62,1.28
511,Leninskoye,75,RU,1572289256,87,54.82,82.85,48.2,15.66
512,Magalia,1,US,1572289256,13,39.81,-121.58,64.99,6.93
513,Grand Gaube,20,MU,1572289257,83,-20.01,57.66,71.6,6.33
514,Buzmeyin,40,TM,1572289257,33,38.05,58.21,59,2.24
515,Matadi,85,CD,1572289257,84,-5.83,13.46,77,7.94
516,Chapais,90,CA,1572289257,93,49.78,-74.86,41,6.93
517,Kalemie,53,CD,1572289257,91,-5.95,29.2,67.68,3.58
518,Loandjili,75,CG,1572289258,88,-4.77,11.87,78.8,4.7
519,Katobu,68,ID,1572289258,94,-4.94,122.53,72.25,2.75
520,Coquimbo,100,CL,1572289258,55,-29.95,-71.34,66.2,12.75
521,West Bay,75,CA,1572289258,65,49.34,-123.21,48.2,3.36
522,Vanimo,100,PG,1572289258,73,-2.67,141.3,83.34,7.38
523,Labuhan,86,ID,1572289259,80,-2.54,115.51,74.43,1.57
524,Yangambi,90,CD,1572289259,93,0.77,24.47,70.93,1.88
525,Circleville,1,US,1572289249,42,39.6,-82.95,68,5.82
526,Kieta,100,PG,1572289259,78,-6.22,155.63,80.71,6.38
527,Shakhty,75,RU,1572289259,76,47.71,40.21,53.6,4.47
528,Zuwarah,30,LY,1572289260,74,32.93,12.08,73.94,9.91
529,La Palma,59,CO,1572289260,55,5.36,-74.39,85.78,3.87
530,Vao,95,EE,1572289260,91,59.1,26.19,35.83,2.86
531,Mosquera,75,CO,1572289260,52,4.71,-74.23,64.4,11.41
532,Bagdarin,2,RU,1572289260,87,54.44,113.59,7.68,1.81
533,Ndjole,100,GA,1572289260,98,-0.18,10.76,70.81,2.21
534,Americus,1,US,1572289261,44,32.07,-84.23,79,3.36
535,Buchanan,75,LR,1572289261,78,5.88,-10.05,82.4,6.15
536,Taksimo,86,RU,1572289261,91,56.36,114.84,8.19,1.01
537,Pathein,30,MM,1572288977,82,16.78,94.73,79.45,2.91
538,Los Lunas,75,US,1572289261,48,34.81,-106.76,53.6,17.22
539,Palu,100,ID,1572289262,98,-0.9,119.87,66.4,2.04
540,Lasa,20,CY,1572289263,77,34.92,32.53,64.4,8.05
541,Amapa,75,HN,1572289263,59,15.09,-87.97,89.6,3.78
542,Witu,27,KE,1572289263,86,-2.39,40.44,79.47,9.64
543,Zhangjiakou,0,CN,1572289263,43,40.77,114.88,28.99,2.8
544,Snezhnogorsk,75,RU,1572289264,92,69.19,33.23,19.4,3.89
545,Qandala,100,SO,1572289264,53,11.47,49.87,78.55,2.1
546,Beloha,0,MG,1572289264,75,-25.17,45.06,78.57,3.89
547,Cherskiy,53,RU,1572289264,97,68.75,161.3,-12.41,4.16
548,Saint-Ambroise,90,CA,1572289264,87,48.56,-71.32,46.4,11.41
